Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Work Hours per Week,Sleep Hours,Work-Life Balance Score,Manager Support Score,Deadline Pressure Score,Team Size,Recognition Frequency,Rango_Descanso
Female,Service,No,3,7,8.6,0.75,51,4.1,2,1,5,11,0,4.5
Female,Product,No,1,2,2.9,0.18,42,7.0,3,4,2,6,2,7.0
Female,Service,Yes,2,4,5.7,0.4,39,6.4,5,5,2,6,4,6.5
Male,Service,Yes,2,3,5.1,0.28,36,6.6,3,5,2,16,3,7.0
Female,Service,Yes,3,6,6.7,0.5,53,5.4,1,1,5,18,0,5.5
Female,Service,Yes,1,2,3.5,0.27,40,7.1,3,4,1,11,3,7.5
Male,Service,Yes,1,3,5.6,0.33,37,6.6,5,3,2,13,3,7.0
Female,Service,No,3,5,6.9,0.64,56,5.8,1,2,4,5,0,6.0
Female,Service,No,4,8,8.7,0.81,51,5.6,2,2,4,8,1,6.0
Male,Product,Yes,0,1,1.2,0.08,35,6.1,5,5,3,14,3,6.5
Male,Service,Yes,4,8,6.6,0.65,48,5.8,1,3,4,15,1,6.0
Male,Product,Yes,1,2,4.5,0.26,35,6.9,3,5,3,13,3,7.0
Female,Service,Yes,3,4,4.5,0.41,54,6.0,1,3,5,11,0,6.0
Female,Service,No,3,8,7.8,0.75,48,5.3,1,2,4,15,1,5.5
Female,Service,Yes,2,3,4.9,0.34,43,6.9,5,3,3,14,2,7.0
Male,Product,No,4,7,8.3,0.75,58,5.0,2,3,5,3,1,5.0
Male,Service,No,3,6,6.7,0.62,56,4.9,2,2,4,15,1,5.0
Female,Service,No,4,7,6.6,0.61,53,5.3,2,1,5,16,1,5.5
Female,Product,Yes,3,5,5.8,0.49,58,5.3,2,3,5,5,0,5.5
Male,Service,Yes,1,2,3.3,0.28,35,7.3,5,5,2,13,5,7.5
Male,Product,Yes,4,8,8.7,0.82,48,5.2,2,1,4,14,0,5.5
Female,Service,No,5,9,9.9,0.9,50,5.5,1,2,5,3,1,5.5
Male,Product,No,2,3,4.5,0.27,35,7.7,4,5,3,15,3,8.0
Female,Product,Yes,3,4,3.2,0.26,44,6.5,3,5,2,8,3,6.5
Male,Product,No,2,4,5.6,0.52,48,5.2,1,1,5,19,1,5.5
Female,Product,Yes,2,5,6.3,0.53,57,4.7,2,1,5,3,0,5.0
Male,Service,No,3,4,5.3,0.37,35,6.5,4,3,3,10,5,6.5
Male,Product,No,2,4,6.6,0.52,59,5.3,1,2,5,10,0,5.5
Female,Product,No,3,5,8.8,0.69,57,4.9,1,3,4,7,0,5.0
Male,Service,No,2,4,7.1,0.58,48,5.5,1,3,4,3,1,5.5
Female,Product,No,4,9,8.0,0.79,52,6.3,2,2,5,10,0,6.5
Male,Product,No,1,3,5.5,0.49,57,5.4,2,2,5,7,1,5.5
Female,Service,No,4,9,7.9,0.81,52,5.7,1,1,4,5,0,6.0
Male,Service,No,2,4,1.9,0.12,36,6.7,3,5,1,4,2,7.0
Male,Product,Yes,3,5,7.5,0.59,52,5.4,2,3,4,15,1,5.5
Male,Product,No,3,5,7.3,0.68,57,5.9,1,1,4,9,0,6.0
Male,Service,No,2,6,7.2,0.66,49,6.0,2,3,4,12,0,6.0
Female,Service,No,2,4,5.7,0.4,44,7.2,3,5,2,3,2,7.5
Male,Service,No,1,4,6.2,0.42,58,5.9,1,2,5,15,0,6.0
Female,Service,Yes,3,4,6.057994245478416,0.48,54,6.3,1,2,5,7,1,6.5
Male,Service,No,3,7,8.0,0.78,50,5.7,1,2,5,14,1,6.0
Male,Product,No,1,4,5.2,0.44,51,5.2,1,1,4,4,0,5.5
Male,Service,Yes,2,5,6.9,0.64,55,5.8,1,2,4,5,0,6.0
Male,Product,Yes,2,4,3.0,0.21,37,6.9,3,4,3,6,5,7.0
Male,Service,Yes,1,2,5.4,0.31,37,7.5,3,5,2,5,2,7.5
Male,Service,Yes,2,4,5.5,0.4,39,6.4,4,3,1,19,5,6.5
Female,Product,Yes,3,5,5.8,0.47,52,6.3,1,2,5,11,1,6.5
Female,Service,No,4,8,7.4,0.71,49,5.7,1,2,4,17,0,6.0
Male,Service,No,2,4,7.4,0.52,53,5.4,2,1,4,16,1,5.5
Female,Service,Yes,2,3,5.3,0.4,37,6.6,4,4,1,6,4,7.0
Female,Product,Yes,1,1,3.3,0.24,42,7.6,3,3,3,4,5,8.0
Female,Product,No,3,6,7.3,0.59,50,5.1,1,2,5,7,0,5.5
Female,Service,No,3,5,6.4,0.42,56,6.2,1,2,5,18,0,6.5
Female,Service,Yes,1,2,6.4,0.41,55,5.8,1,2,4,18,1,6.0
Female,Service,No,1,4,5.3,0.34,44,7.4,3,3,3,8,3,7.5
Male,Service,No,0,2,3.8,0.18,44,7.2,3,4,3,12,4,7.5
Male,Product,Yes,0,1,0.6,0.02,39,6.6,4,5,1,5,5,7.0
Female,Service,Yes,2,4,5.5,0.31,42,7.0,5,3,3,3,4,7.0
Female,Service,No,2,3,4.3,0.38,38,7.0,5,5,3,4,5,7.0
Female,Service,Yes,4,8,7.5,0.68,51,4.9,2,3,4,12,1,5.0
Male,Service,Yes,2,4,3.8,0.3,37,6.5,4,5,2,8,4,6.5
Male,Service,Yes,2,4,6.7,0.57,58,5.8,2,2,4,6,1,6.0
Female,Service,Yes,3,5,8.3,0.69,58,5.7,1,2,5,12,0,6.0
Female,Product,Yes,2,6,6.9,0.67,55,5.1,2,1,5,12,1,5.5
Male,Product,No,3,6,7.6,0.56,56,6.3,1,2,4,11,0,6.5
Female,Service,No,1,1,3.7,0.28,41,7.0,5,4,2,18,3,7.0
Male,Service,Yes,3,6,6.1,0.49,48,5.0,2,3,5,6,0,5.0
Female,Service,Yes,4,8,7.8,0.72,57,5.5,2,1,4,19,0,5.5
Female,Product,Yes,2,3,6.8,0.5,49,6.0,1,1,5,5,0,6.0
Female,Service,Yes,3,5,4.9,0.38,38,6.9,3,5,1,8,4,7.0
Female,Service,Yes,3,6,5.9,0.36,37,7.0,4,5,1,9,5,7.0
Female,Service,No,1,2,1.5,0.03,38,6.7,3,4,1,8,3,7.0
Male,Service,Yes,3,5,5.0,0.4,44,5.2,3,3,1,7,4,5.5
Female,Service,Yes,1,2,5.3,0.29,41,6.4,4,3,3,3,5,6.5
Female,Product,No,3,6,6.7950886030095345,0.57,53,5.5,1,3,4,8,1,5.5
Male,Service,Yes,2,5,4.609222573269241,0.34,39,6.2,3,3,1,10,4,6.5
Female,Product,No,2,5,6.0,0.41,53,4.7,2,3,4,15,1,5.0
Female,Service,No,2,4,6.964695343540467,0.58,54,4.6,2,1,5,4,0,5.0
Female,Service,No,4,8,7.7,0.65,56,5.4,1,1,5,5,1,5.5
Female,Product,No,4,7,7.6,0.64,49,5.8,2,2,5,7,0,6.0
Female,Service,No,2,6,7.4,0.71,48,6.3,1,2,5,7,0,6.5
Female,Service,Yes,2,2,3.8205680959708572,0.24,38,7.6,5,4,2,19,4,8.0
Male,Service,Yes,3,4,5.8,0.49,56,5.9,1,1,5,14,1,6.0
Male,Product,Yes,1,2,4.6,0.28,44,6.3,5,5,1,18,3,6.5
Male,Service,Yes,2,4,5.2,0.49,57,6.1,2,3,4,6,1,6.5
Female,Product,Yes,1,2,3.5,0.14,38,6.7,3,5,1,14,2,7.0
Male,Product,Yes,1,3,5.8,0.47,58,4.9,2,2,4,18,0,5.0
Female,Product,Yes,3,5,4.5,0.34,38,6.5,5,3,3,11,4,6.5
Male,Product,Yes,1,2,6.6,0.5,52,5.8,1,2,4,19,1,6.0
Female,Service,Yes,1,4,5.8,0.34,36,7.0,5,5,1,8,3,7.0
Female,Service,Yes,2,5,4.0,0.34,41,6.3,5,4,2,11,2,6.5
Female,Service,Yes,4,6,7.6,0.59,52,4.9,2,3,5,4,0,5.0
Female,Service,Yes,2,3,4.4,0.36,38,7.3,3,3,2,7,3,7.5
Female,Service,Yes,1,2,4.8,0.28,44,7.4,3,3,2,19,2,7.5
Male,Product,Yes,2,4,4.7,0.4,38,5.7,3,4,2,14,3,6.0
Female,Service,Yes,0,1,1.1,0.06,39,6.7,5,5,3,9,4,7.0
Female,Service,No,1,3,5.0,0.36,44,7.7,5,5,2,3,5,8.0
Male,Service,No,2,4,5.3,0.39,42,7.3,5,3,1,9,4,7.5
Female,Product,Yes,2,4,6.6,0.47,50,4.6,1,1,4,7,0,5.0
Male,Service,No,4,9,8.4,0.81,53,5.8,1,2,5,14,0,6.0
Male,Service,Yes,3,6,6.0,0.47,58,5.7,2,2,5,7,1,6.0
Female,Service,Yes,0,1,4.6,0.32,43,6.9,5,3,3,7,2,7.0
Male,Service,No,4,7,8.0,0.74,51,4.9,1,3,4,19,1,5.0
Male,Service,Yes,2,2,0.9,0.05,35,7.3,3,5,1,8,2,7.5
Male,Product,No,3,5,7.0,0.58,48,4.9,1,3,5,10,1,5.0
Female,Service,Yes,2,3,4.7,0.23,36,7.3,5,4,1,18,3,7.5
Female,Service,No,3,7,9.3,0.81,55,5.2,1,1,4,5,1,5.5
Female,Product,No,2,6,8.8,0.7,48,6.6,2,3,4,12,1,7.0
Male,Service,Yes,2,3,4.4,0.28,37,7.1,3,5,1,10,5,7.5
Male,Service,No,2,4,7.0,0.56,51,5.4,1,1,4,6,1,5.5
Female,Service,Yes,2,2,1.3,0.07,44,6.2,3,3,1,15,3,6.5
Female,Service,Yes,2,4,4.650925751905055,0.34,37,6.2,3,4,1,13,3,6.5
Female,Service,No,3,5,7.1,0.62,59,5.5,1,1,5,7,0,5.5
Female,Product,Yes,2,4,4.8,0.41,51,4.9,1,1,5,11,0,5.0
Female,Service,Yes,3,4,5.7,0.49,56,5.2,1,2,5,4,1,5.5
Female,Service,Yes,0,1,3.7,0.22,44,7.3,5,4,3,12,2,7.5
Female,Service,Yes,2,4,5.5,0.3,42,7.3,5,4,2,14,3,7.5
Female,Service,Yes,2,5,5.4,0.3,41,7.0,3,4,2,4,2,7.0
Male,Service,Yes,2,3,4.7,0.34,41,6.5,4,5,2,13,5,6.5
Female,Service,No,3,5,8.0,0.66,52,5.4,1,2,5,14,0,5.5
Female,Service,No,4,6,7.8,0.59,54,5.4,2,1,5,12,0,5.5
Male,Service,Yes,2,4,5.4,0.39,42,7.5,5,4,3,16,2,7.5
Male,Product,No,2,6,6.1,0.57,52,4.9,2,2,5,18,0,5.0
Male,Product,Yes,4,8,9.181260985442801,0.83,54,5.9,2,3,5,18,1,6.0
Female,Product,No,4,7,6.4,0.58,52,6.1,2,1,4,14,1,6.5
Female,Service,No,3,5,4.9,0.31,42,7.3,4,4,1,7,4,7.5
Male,Product,Yes,3,6,7.3,0.51,48,5.6,1,3,4,15,1,6.0
Female,Service,Yes,1,2,4.9,0.44,58,5.9,1,2,5,8,1,6.0
Male,Product,No,3,7,7.6,0.61,56,5.9,1,3,5,4,0,6.0
Male,Service,Yes,3,5,5.0,0.43,57,6.3,1,2,5,12,1,6.5
Male,Product,Yes,1,2,5.5,0.47,57,4.0,2,3,5,16,1,4.0
Female,Service,No,0,1,2.6,0.11,43,7.5,4,5,2,14,3,7.5
Female,Product,No,1,3,6.4,0.51,52,5.9,1,2,5,5,0,6.0
Female,Product,No,3,9,10.0,1.0,55,6.3,1,2,5,12,1,6.5
Female,Service,Yes,3,5,6.4,0.46,48,5.6,2,2,5,3,1,6.0
Female,Service,No,4,7,7.1,0.6,49,5.8,2,1,4,7,1,6.0
Female,Service,No,2,5,6.363344498917337,0.52,48,5.5,1,3,5,10,0,5.5
Female,Product,Yes,2,4,6.4,0.59,49,5.7,1,1,4,10,0,6.0
Female,Product,No,2,4,7.9,0.62,58,4.9,2,2,4,10,0,5.0
Female,Service,Yes,2,4,5.4,0.38,44,7.0,4,5,3,19,2,7.0
Female,Product,Yes,2,4,5.0,0.39,35,7.3,4,3,2,17,2,7.5
Female,Service,Yes,1,2,5.977455468261168,0.47,51,5.1,2,1,4,13,1,5.5
Female,Service,Yes,2,3,5.7,0.4,39,7.0,5,5,2,9,5,7.0
Male,Service,No,5,9,8.8,0.86,54,5.6,2,3,4,11,1,6.0
Female,Product,Yes,1,4,4.7,0.3,40,6.6,5,5,3,13,5,7.0
Female,Product,Yes,0,1,4.1,0.28,38,6.5,4,5,3,6,5,6.5
Male,Product,No,4,9,8.9,0.9,55,5.9,2,2,4,10,1,6.0
Female,Service,No,3,7,9.7,0.85,50,4.6,2,3,5,10,1,5.0
Female,Product,No,4,6,6.9,0.64,54,4.4,2,3,4,6,0,4.5
Female,Service,Yes,1,3,5.9,0.46,55,4.7,1,2,4,11,1,5.0
Male,Service,Yes,2,5,4.8,0.41,48,5.7,1,3,5,14,1,6.0
Male,Service,Yes,3,7,6.6,0.54,56,5.9,2,1,4,12,1,6.0
Male,Service,Yes,2,4,5.3,0.44,54,5.5,1,3,4,10,1,5.5
Female,Product,No,4,10,10.0,1.0,58,5.6,1,3,5,14,1,6.0
Female,Product,No,3,6,5.5,0.42,57,5.8,1,3,5,15,1,6.0
Female,Product,No,5,8,8.1,0.79,50,6.6,1,3,4,10,0,7.0
Female,Service,Yes,2,4,6.2,0.5,53,5.1,2,1,4,13,1,5.5
Female,Product,No,1,1,2.7,0.21,38,7.0,5,3,3,13,4,7.0
Female,Service,No,4,7,6.6,0.63,52,6.1,1,3,5,18,1,6.5
Female,Product,No,1,2,3.6,0.23,36,6.2,5,5,3,18,3,6.5
Male,Product,No,1,3,6.6,0.5,57,5.3,1,2,4,16,1,5.5
Male,Service,Yes,4,7,7.1,0.62,56,5.4,2,3,4,12,1,5.5
Female,Service,No,1,1,3.2,0.16,36,7.3,3,3,1,17,2,7.5
Female,Service,Yes,2,3,5.0,0.35,44,6.9,4,5,2,9,5,7.0
Female,Product,Yes,2,3,4.7,0.37,36,6.6,4,3,2,5,5,7.0
Female,Service,Yes,0,1,4.0,0.29,35,7.0,4,4,3,8,5,7.0
Male,Product,Yes,3,7,9.1,0.75,49,4.7,2,1,5,9,0,5.0
Female,Service,Yes,3,4,5.5,0.44,59,5.8,2,3,5,6,1,6.0
Male,Product,No,3,6,7.6,0.68,53,5.1,1,1,5,18,0,5.5
Female,Service,Yes,2,4,4.3,0.35,35,6.6,3,5,2,10,3,7.0
Female,Service,No,4,6,7.0,0.64,53,6.4,2,3,5,11,0,6.5
Male,Service,No,2,4,6.871465982921811,0.57,58,4.2,1,3,5,9,0,4.5
Female,Service,Yes,2,5,6.9,0.46,52,5.2,2,1,5,7,0,5.5
Female,Service,Yes,0,1,3.0,0.17,35,7.3,5,3,1,4,4,7.5
Male,Service,No,3,4,5.5,0.39,40,7.2,4,4,2,7,4,7.5
Male,Service,Yes,3,5,4.8,0.43,51,5.5,1,1,5,7,0,5.5
Female,Service,Yes,2,2,3.2,0.16,37,6.9,5,5,1,4,2,7.0
Female,Product,No,4,6,7.1,0.58,52,5.5,2,3,5,19,1,5.5
Male,Product,Yes,3,5,5.9,0.45,49,6.1,2,3,5,13,0,6.5
Female,Product,No,4,7,6.406298054514563,0.53,59,5.1,1,2,4,14,0,5.5
Male,Service,No,1,3,5.9,0.47,53,6.0,1,1,4,3,1,6.0
Female,Service,Yes,1,2,4.3,0.23,42,6.7,4,4,1,15,4,7.0
Female,Service,No,2,3,4.8,0.3,41,6.5,4,3,3,3,2,6.5
Female,Service,Yes,2,4,5.6,0.34,43,7.1,3,5,1,4,5,7.5
Male,Service,Yes,1,1,4.1,0.26,36,6.8,5,3,3,12,5,7.0
Female,Product,Yes,3,4,5.2,0.39,39,6.5,5,3,3,11,2,6.5
Male,Product,No,3,6,7.0,0.71,57,5.7,2,3,5,6,0,6.0
Female,Product,No,1,1,2.99698667190244,0.15,38,7.2,3,5,2,12,4,7.5
Male,Product,No,2,3,4.2,0.25,37,6.5,5,3,2,9,4,6.5
Female,Service,Yes,2,4,4.8,0.33,37,7.8,3,5,2,19,3,8.0
Female,Service,No,4,8,7.9,0.65,55,4.7,1,2,5,6,1,5.0
Male,Service,No,4,7,6.6,0.65,48,6.2,2,2,4,12,1,6.5
Male,Product,No,3,5,7.2,0.53,57,6.4,2,3,5,8,1,6.5
Male,Product,Yes,2,4,6.8,0.52,59,5.6,1,1,4,19,0,6.0
Male,Service,Yes,3,6,7.7,0.57,52,4.8,2,2,5,18,0,5.0
Male,Product,Yes,0,1,3.1,0.13,41,6.6,3,5,3,11,3,7.0
Male,Service,No,4,9,9.1,0.92,58,5.7,1,3,4,14,0,6.0
Female,Product,Yes,2,3,2.8,0.21,40,6.9,4,4,2,18,3,7.0
Male,Service,Yes,1,3,6.8,0.44,54,4.9,1,2,5,4,1,5.0
Male,Service,No,4,6,6.4,0.6,53,4.9,1,2,4,3,1,5.0
Female,Product,Yes,1,3,5.7,0.43,57,5.5,2,1,4,4,0,5.5
Male,Product,Yes,3,4,4.714544672847078,0.34,41,6.3,3,3,3,5,4,6.5
Male,Service,Yes,2,4,3.7,0.28,42,6.1,5,5,1,3,4,6.5
Female,Product,Yes,1,1,5.0,0.27,42,6.9,3,3,3,9,3,7.0
Female,Service,Yes,4,8,7.1,0.6,52,6.2,1,2,5,19,0,6.5
Male,Service,No,3,7,6.0,0.52,55,4.9,1,2,5,12,1,5.0
Female,Service,Yes,1,2,4.4,0.2,37,7.5,4,3,1,12,3,7.5
Female,Service,No,3,5,4.9,0.41,51,5.2,2,3,5,10,1,5.5
Male,Product,Yes,3,5,6.6,0.46,55,6.2,2,3,5,18,0,6.5
Female,Service,Yes,3,6,7.3,0.5,54,5.0,1,3,4,16,1,5.0
Male,Service,No,1,3,2.7,0.17,43,7.0,3,3,1,16,4,7.0
Female,Service,Yes,1,1,1.0,0.07,42,7.2,5,3,2,19,3,7.5
Male,Product,No,4,9,8.7,0.91,54,5.9,1,2,5,17,1,6.0
Female,Service,Yes,3,5,7.2,0.55,50,4.8,2,2,5,9,1,5.0
Male,Service,Yes,4,7,9.4,0.82,57,5.7,1,1,4,17,0,6.0
Male,Service,Yes,2,3,5.4,0.43,49,5.7,2,1,5,6,0,6.0
Male,Product,Yes,2,3,4.9,0.36,41,7.9,4,4,3,17,3,8.0
Female,Service,Yes,3,4,6.8,0.45,56,7.0,2,1,5,18,0,7.0
Male,Service,Yes,3,8,7.9,0.77,56,4.4,2,3,4,18,0,4.5
Male,Product,No,3,6,7.2,0.54,55,5.6,2,3,4,5,0,6.0
Female,Service,No,3,7,7.4,0.62,54,5.7,1,2,4,15,1,6.0
Female,Service,Yes,3,6,6.8,0.47,52,5.7,1,3,5,9,0,6.0
Female,Product,Yes,0,1,4.0,0.21,39,6.8,3,4,1,6,2,7.0
Male,Service,Yes,3,5,6.2,0.46,51,5.5,1,1,5,18,1,5.5
Male,Product,No,3,8,8.6,0.74,59,6.8,1,3,4,7,1,7.0
Female,Service,No,1,4,5.6,0.36,44,6.7,3,4,2,10,2,7.0
Male,Service,No,3,7,9.9,0.92,58,4.9,1,2,4,19,0,5.0
Male,Service,Yes,1,2,0.8,0.0,39,6.6,3,4,1,8,5,7.0
Female,Service,Yes,4,7,6.9,0.68,57,5.9,1,3,5,11,0,6.0
Female,Service,Yes,2,3,5.4,0.37,36,8.0,4,5,1,7,3,8.0
Male,Product,No,3,6,7.6,0.61,58,6.2,2,3,5,18,0,6.5
Female,Service,No,2,4,5.2,0.46,52,5.5,2,3,4,3,1,5.5
Female,Service,Yes,1,1,3.5,0.22,43,7.5,4,4,3,7,4,7.5
Female,Product,Yes,4,7,6.2,0.58,59,5.0,1,2,5,10,1,5.0
Male,Service,Yes,2,4,8.2,0.64,56,5.2,1,1,4,6,1,5.5
Male,Service,No,3,4,4.1,0.35,40,7.6,5,3,1,11,5,8.0
Male,Service,No,4,8,9.1,0.82,49,5.2,2,3,4,4,1,5.5
Female,Service,Yes,0,1,4.3,0.28,35,6.4,3,5,2,17,3,6.5
Male,Product,No,3,7,10.0,1.0,50,5.0,2,2,5,6,1,5.0
Male,Service,No,2,2,1.8,0.13,42,6.8,5,5,2,10,5,7.0
Male,Service,Yes,1,3,4.9,0.26,42,7.6,3,5,2,19,5,8.0
Male,Service,No,3,6,7.9,0.58,48,4.5,2,1,4,12,0,4.5
Male,Product,No,2,5,6.8,0.53,48,5.2,1,2,4,7,0,5.5
Male,Product,No,4,7,6.7,0.62,57,5.9,2,1,4,7,0,6.0
Female,Product,No,2,4,4.222313263755161,0.29,43,5.6,3,3,3,3,2,6.0
Male,Service,Yes,1,3,3.7,0.18,39,7.8,4,4,1,9,3,8.0
Male,Service,No,2,7,9.2,0.78,56,6.1,1,2,4,9,1,6.5
Male,Service,No,2,6,6.8,0.58,49,5.7,1,1,4,6,0,6.0
Male,Product,No,2,5,7.5,0.59,57,5.5,2,1,4,9,0,5.5
Female,Product,No,2,4,7.3,0.52,52,5.8,1,2,5,17,1,6.0
Female,Service,No,3,5,7.7,0.64,51,5.2,2,1,4,7,1,5.5
Female,Product,No,5,8,9.095094539967919,0.82,53,5.8,2,1,4,7,1,6.0
Male,Product,No,4,8,8.602863130876003,0.77,55,5.6,2,2,4,17,0,6.0
Male,Service,No,3,7,8.3,0.73,54,5.6,2,3,4,12,1,6.0
Female,Service,Yes,0,3,5.3,0.3,39,6.8,3,3,2,7,3,7.0
Male,Product,Yes,3,7,8.6,0.87,54,5.9,2,2,4,9,1,6.0
Female,Service,Yes,1,2,5.0,0.33,36,7.2,4,5,1,10,4,7.5
Male,Service,Yes,3,4,5.5,0.43,57,6.9,1,2,5,3,1,7.0
Male,Product,Yes,3,7,7.3,0.52,50,5.5,2,1,4,15,0,5.5
Female,Service,Yes,1,1,2.8,0.23,38,6.2,5,3,1,8,2,6.5
Male,Service,Yes,2,5,7.7,0.7,49,5.6,1,2,5,15,1,6.0
Female,Product,Yes,3,7,6.1,0.56,54,5.2,2,3,4,9,1,5.5
Female,Product,No,2,4,4.7,0.42,58,4.7,1,1,5,11,0,5.0
Female,Service,Yes,0,1,4.0,0.24,43,7.4,4,4,1,5,2,7.5
Male,Product,No,3,6,8.5,0.68,51,5.4,2,2,4,3,0,5.5
Male,Service,Yes,1,1,1.9,0.04,44,6.5,4,3,3,4,4,6.5
Male,Service,Yes,2,2,4.5,0.29,37,7.2,3,3,2,12,3,7.5
Male,Product,Yes,4,8,10.0,0.92,55,6.3,2,1,4,15,0,6.5
Female,Service,Yes,2,3,5.1,0.26,42,7.0,5,3,1,5,5,7.0
Male,Service,No,4,7,7.3,0.73,52,5.5,1,2,4,10,1,5.5
Male,Product,No,2,3,6.2,0.5,56,5.6,1,2,5,16,1,6.0
Female,Service,No,4,7,6.6,0.58,55,5.7,1,2,5,16,1,6.0
Male,Product,Yes,0,1,3.6,0.26,35,6.7,4,3,3,11,3,7.0
Male,Service,No,1,3,4.8,0.44,50,5.6,2,2,5,13,0,6.0
Male,Service,No,1,4,6.3,0.51,48,5.2,1,1,4,7,0,5.5
Female,Product,No,2,4,7.0,0.52,52,5.6,1,3,4,14,1,6.0
Female,Service,Yes,3,4,4.4,0.38,36,5.9,4,5,3,17,3,6.0
Male,Service,Yes,1,3,4.0,0.3,37,7.2,5,5,2,8,5,7.5
Male,Service,No,5,10,10.0,1.0,59,6.1,1,3,5,11,0,6.5
Female,Service,No,1,2,4.8,0.41,58,6.2,1,2,4,4,0,6.5
Male,Product,Yes,4,6,5.8,0.5,56,5.1,2,2,4,19,0,5.5
Female,Service,Yes,1,2,4.428635781337029,0.31,36,6.7,5,4,1,16,3,7.0
Male,Service,Yes,3,5,7.1,0.49,55,5.8,1,3,4,11,0,6.0
Female,Service,Yes,1,4,4.1,0.31,38,6.7,4,4,3,9,5,7.0
Male,Service,Yes,3,5,5.3,0.48,51,5.7,1,2,4,17,0,6.0
Male,Service,No,2,4,6.2,0.55,59,5.7,2,3,4,18,1,6.0
Male,Service,Yes,4,8,9.7,0.83,51,5.9,1,3,4,13,1,6.0
Male,Product,Yes,2,3,4.2,0.24,41,6.5,4,4,2,12,2,6.5
Female,Product,Yes,2,2,2.9,0.14,36,6.7,5,3,2,10,5,7.0
Male,Product,No,4,9,10.0,0.93,59,5.4,2,2,5,18,1,5.5
Male,Service,No,3,6,5.6,0.52,57,5.6,1,1,4,12,1,6.0
Male,Product,No,3,7,7.4,0.75,52,5.5,1,1,5,19,1,5.5
Male,Service,Yes,0,1,3.3,0.2,39,6.6,3,3,3,4,2,7.0
Female,Service,Yes,3,6,6.5,0.41,58,4.9,2,2,4,5,0,5.0
Male,Product,Yes,1,2,4.5,0.26,36,6.1,4,4,3,5,5,6.5
Male,Product,No,3,5,5.0,0.38,35,7.2,3,4,2,12,2,7.5
Female,Product,Yes,1,3,4.5,0.32,42,6.5,5,5,2,10,5,6.5
Female,Service,No,3,7,7.8,0.77,59,5.2,1,1,4,16,0,5.5
Female,Service,Yes,2,3,3.6,0.16,35,7.3,5,5,1,18,2,7.5
Female,Service,No,0,1,0.0,0.0,42,8.2,5,3,3,8,3,8.5
Female,Service,Yes,3,4,6.3,0.5,49,5.3,2,1,5,8,1,5.5
Female,Product,Yes,3,4,4.4,0.34,38,8.0,4,5,3,3,4,8.0
Female,Service,Yes,0,1,1.6,0.04,37,7.3,4,3,1,14,2,7.5
Male,Service,Yes,2,4,4.5,0.36,43,6.9,3,3,2,13,3,7.0
Female,Product,Yes,3,5,4.6,0.4,42,5.8,4,3,3,7,4,6.0
Male,Service,No,2,6,6.2,0.56,54,5.6,2,3,4,3,1,6.0
Female,Product,Yes,3,5,5.6,0.47,54,5.5,1,3,4,7,1,5.5
Female,Product,No,1,2,3.4027479833492693,0.2,37,7.3,4,3,1,8,2,7.5
Male,Product,No,3,7,7.0,0.68,57,5.1,2,3,5,16,1,5.5
Female,Service,Yes,1,2,5.6,0.42,56,5.7,1,1,5,8,1,6.0
Female,Service,No,0,2,2.5,0.19,40,8.0,3,5,1,8,4,8.0
Male,Product,No,3,5,5.194725765210341,0.4,38,8.1,3,4,1,3,2,8.5
Male,Service,No,3,6,6.6,0.64,53,5.5,2,3,5,18,0,5.5
Female,Service,No,3,8,8.0,0.81,48,6.5,1,3,5,13,0,6.5
Female,Service,Yes,2,4,7.3,0.69,58,5.7,1,2,5,16,0,6.0
Female,Service,No,2,2,4.2,0.2,41,7.4,4,4,2,3,4,7.5
Male,Service,No,2,6,5.8,0.53,56,6.1,1,1,5,18,1,6.5
Male,Service,Yes,1,3,6.7,0.47,49,6.1,2,2,4,19,0,6.5
Female,Product,No,3,7,9.2,0.8,58,5.7,1,1,4,7,1,6.0
Male,Product,No,1,3,5.8,0.36,43,6.9,4,5,3,14,4,7.0
Female,Service,No,4,7,7.917244048651092,0.69,48,4.9,1,1,5,4,1,5.0
Female,Service,Yes,3,6,7.2,0.53,50,6.1,1,2,4,13,1,6.5
Male,Product,Yes,3,7,7.1,0.67,55,6.7,1,1,5,3,0,7.0
Female,Product,No,2,4,6.0,0.43,48,4.8,1,2,4,15,1,5.0
Male,Service,No,1,1,3.7242665105326362,0.23,38,6.5,3,3,1,8,3,6.5
Male,Product,No,2,4,6.2,0.42,55,5.5,1,2,4,9,0,5.5
Female,Service,No,2,5,7.7,0.57,59,5.5,1,3,4,3,1,5.5
Female,Service,Yes,2,3,3.9,0.29,36,7.0,4,4,2,4,5,7.0
Female,Service,No,1,4,5.2,0.4,35,6.6,4,3,3,5,5,7.0
Female,Product,Yes,3,5,5.7,0.46,52,5.3,2,1,5,17,1,5.5
Male,Service,No,4,8,6.6,0.54,56,5.7,2,3,4,19,1,6.0
Female,Service,No,1,3,5.5,0.38,43,7.3,4,4,3,19,3,7.5
Male,Service,Yes,5,9,8.2,0.81,56,5.2,1,3,5,10,1,5.5
Male,Product,No,2,6,7.1,0.67,51,6.2,2,1,4,12,1,6.5
Female,Service,Yes,2,5,4.4,0.3,40,6.6,3,3,3,3,3,7.0
